id,name,city,country,iata_code,icao_code,latitude,longitude,altitude,timezone_offset,dst,tz,type,source,language
173,Терраса Северо-Западного регионального аэропорта-Китимат,Терраса,Канада,YXT,CYXT,54.468498,-128.576009,713,-8,A,America/Vancouver,airport,OurAirports,ru
174,Лондонский аэропорт,Лондон,Канада,YXU,CYXU,43.035599,-81.1539,912,-5,A,America/Toronto,airport,OurAirports,ru
175,Аэропорт Абботсфорд,Эбботсфорд,Канада,YXX,CYXX,49.025299072265625,-122.36100006103516,195,-8,A,America/Vancouver,airport,OurAirports,ru
176,Уайтхорс / Международный аэропорт Эрика Нильсена,Уайтхорс,Канада,YXY,CYXY,60.7095985413,-135.067001343,2317,-8,A,America/Vancouver,airport,OurAirports,ru
177,Норт Бэй Джек Гарленд аэропорт,Норт Бэй,Канада,YYB,CYYB,46.363602,-79.422798,1215,-5,A,America/Toronto,airport,OurAirports,ru
178,Международный аэропорт Калгари,Калгари,Канада,YYC,CYYC,51.113899231,-114.019996643,3557,-7,A,America/Edmonton,airport,OurAirports,ru
179,Смитерс аэропорт,Смитерс,Канада,YYD,CYYD,54.82469940185547,-127.18299865722656,1712,-8,A,America/Vancouver,airport,OurAirports,ru
180,Аэропорт Форт Нельсон,Форт Нельсон,Канада,YYE,CYYE,58.8363990784,-122.597000122,1253,-8,A,America/Vancouver,airport,OurAirports,ru
181,Пентиктон аэропорт,Пентиктон,Канада,YYF,CYYF,49.46310043334961,-119.60199737548828,1129,-8,A,America/Vancouver,airport,OurAirports,ru
182,Шарлоттаун аэропорт,Шарлоттаун,Канада,YYG,CYYG,46.290000915527344,-63.12110137939453,160,-4,A,America/Halifax,airport,OurAirports,ru
183,Талойок аэропорт,Спенс Бэй,Канада,YYH,CYYH,69.5466995239,-93.5766983032,92,-7,A,America/Edmonton,airport,OurAirports,ru
184,Международный аэропорт Виктория,Виктория,Канада,YYJ,CYYJ,48.646900177,-123.426002502,63,-8,A,America/Vancouver,airport,OurAirports,ru
185,Линн Лейк аэропорт,Линн Лейк,Канада,YYL,CYYL,56.86389923095703,-101.07599639892578,1170,-6,A,America/Winnipeg,airport,OurAirports,ru
186,Аэропорт Свифт Керрент,Быстрое течение,Канада,YYN,CYYN,50.291900634799994,-107.691001892,2680,-6,N,America/Regina,airport,OurAirports,ru
187,Черчилль аэропорт,Черчилль,Канада,YYQ,CYYQ,58.739200592041016,-94.06500244140625,94,-6,A,America/Winnipeg,airport,OurAirports,ru
188,Аэропорт Гуз Бэй,Гусь Бэй,Канада,YYR,CYYR,53.3191986084,-60.4258003235,160,-4,A,America/Halifax,airport,OurAirports,ru
189,Международный аэропорт Сент-Джонс,Сент-Джонс,Канада,YYT,CYYT,47.618598938,-52.7518997192,461,-3.5,A,America/St_Johns,airport,OurAirports,ru
190,Капускасинг аэропорт,Капускасинг,Канада,YYU,CYYU,49.41389846801758,-82.46749877929688,743,-5,A,America/Toronto,airport,OurAirports,ru
191,Армстронг аэропорт,Армстронг,Канада,YYW,CYYW,50.29029846191406,-88.90969848632812,1058,-5,A,America/Toronto,airport,OurAirports,ru
192,Аэропорт Монт Джоли,Мон Жоли,Канада,YYY,CYYY,48.60860061645508,-68.20809936523438,172,-5,A,America/Toronto,airport,OurAirports,ru
193,Международный аэропорт Лестера Б. Пирсона,Торонто,Канада,YYZ,CYYZ,43.6772003174,-79.63059997559999,569,-5,A,America/Toronto,airport,OurAirports,ru
194,Даунсвью аэропорт,Торонто,Канада,YZD,CYZD,43.74250030517578,-79.4655990600586,652,-5,A,America/Toronto,airport,OurAirports,ru
195,Гор Бэй Манитулин аэропорт,Гор Бэй,Канада,YZE,CYZE,45.88529968261719,-82.56780242919922,635,-5,A,America/Toronto,airport,OurAirports,ru
196,Йеллоунайф аэропорт,Йеллоунайф,Канада,YZF,CYZF,62.462799072265625,-114.44000244140625,675,-7,A,America/Edmonton,airport,OurAirports,ru
197,Аэропорт Слейв Лейк,Невольничье озеро,Канада,YZH,CYZH,55.2930984497,-114.777000427,1912,-7,A,America/Edmonton,airport,OurAirports,ru
198,Аэропорт Сэндспит,Песчаная коса,Канада,YZP,CYZP,53.25429916379999,-131.813995361,21,-8,A,America/Vancouver,airport,OurAirports,ru
199,Крис Хэдфилд аэропорт,Сарния,Канада,YZR,CYZR,42.9994010925293,-82.30889892578125,594,-5,A,America/Toronto,airport,OurAirports,ru
200,Порт Харди: аэропорт,Порт-Харди,Канада,YZT,CYZT,50.680599212646484,-127.36699676513672,71,-8,A,America/Vancouver,airport,OurAirports,ru
201,Аэропорт Уайткорт,Уайткорт,Канада,YZU,CYZU,54.14390182495117,-115.78700256347656,2567,-7,A,America/Edmonton,airport,OurAirports,ru
202,Сент-Иль аэропорт,Сентябрь,Канада,YZV,CYZV,50.22330093383789,-66.2656021118164,180,-5,A,America/Toronto,airport,OurAirports,ru
203,Аэропорт Теслин,Теслин,Канада,YZW,CYZW,60.17279815673828,-132.7429962158203,2313,-8,A,America/Vancouver,airport,OurAirports,ru
204,ЦФБ Гринвуд,Гринвуд,Канада,YZX,CYZX,44.98440170288086,-64.91690063476562,92,-4,A,America/Halifax,airport,OurAirports,ru
205,Аэропорт Фару,Фаро,Канада,ZFA,CZFA,62.20750045776367,-133.37600708007812,2351,-8,A,America/Vancouver,airport,OurAirports,ru
206,Аэропорт Форт Макферсон,Форт Макферсон,Канада,ZFM,CZFM,67.40750122070312,-134.86099243164062,116,-7,A,America/Edmonton,airport,OurAirports,ru
207,Аэропорт Блида,Блида,Алжир,QLD,DAAB,36.50360107421875,2.8141698837280273,535,1,N,Africa/Algiers,airport,OurAirports,ru
208,Аэропорт Бу Саада,Бу Саада,Алжир,BUJ,DAAD,35.33250045776367,4.206389904022217,1506,1,N,Africa/Algiers,airport,OurAirports,ru
209,Сумам аэропорт,Бежаджа,Алжир,BJA,DAAE,36.7120018005,5.0699200630200005,20,1,N,Africa/Algiers,airport,OurAirports,ru
210,Аэропорт Хуари Бумедьен,Алжир,Алжир,ALG,DAAG,36.691001892089844,3.215409994125366,82,1,N,Africa/Algiers,airport,OurAirports,ru
211,Джанет Инедбирене аэропорт,Джанет,Алжир,DJG,DAAJ,24.292801,9.45244,3176,1,N,Africa/Algiers,airport,OurAirports,ru
212,Аэропорт Буфарик,Буфарик,Алжир,\N,DAAK,36.545799,2.87611,335,1,N,Africa/Algiers,airport,OurAirports,ru
213,Регган аэропорт,Регган,Алжир,\N,DAAN,26.7101,0.285647,955,1,N,Africa/Algiers,airport,OurAirports,ru
214,Аэропорт Иллизи Тахамалт,Иллизи,Алжир,VVZ,DAAP,26.7234992981,8.62265014648,1778,1,N,Africa/Algiers,airport,OurAirports,ru
215,Аэропорт Айн-Уссера,Айн-Уссера,Алжир,\N,DAAQ,35.52539825439453,2.8787100315093994,2132,1,N,Africa/Algiers,airport,OurAirports,ru
216,Агенар – Аэропорт Хадж-Бей Ахамок,Таманрассет,Алжир,TMR,DAAT,22.8115005493,5.45107984543,4518,1,N,Africa/Algiers,airport,OurAirports,ru
217,Аэропорт Джиджель Ферхат Аббас,Джиджель,Алжир,GJL,DAAV,36.7951011658,5.87361001968,36,1,N,Africa/Algiers,airport,OurAirports,ru
218,Аэропорт Мечерия,Мечерия,Алжир,MZW,DAAY,33.535900116,-0.242353007197,3855,1,N,Africa/Algiers,airport,OurAirports,ru
219,Релизане аэропорт,Релизан,Алжир,\N,DAAZ,35.752201,0.626272,282,1,N,Africa/Algiers,airport,OurAirports,ru
220,Аэропорт Рабах Битат,Аннаба,Алжир,AAE,DABB,36.822201,7.809174,16,1,N,Africa/Algiers,airport,OurAirports,ru
221,Международный аэропорт Мохамед Будиаф,Константин,Алжир,CZL,DABC,36.2760009765625,6.620389938354492,2265,1,N,Africa/Algiers,airport,OurAirports,ru
222,Аэропорт Шейх Ларби Тебесси,Тебесса,Алжир,TEE,DABS,35.4315986633,8.12071990967,2661,1,N,Africa/Algiers,airport,OurAirports,ru
224,Хасси Р'Мел аэропорт,Тилремпт,Алжир,HRM,DAFH,32.93040084838867,3.311539888381958,2540,1,N,Africa/Algiers,airport,OurAirports,ru
225,Аэропорт Бу Чекиф,Тиарет,Алжир,TID,DAOB,35.3410987854,1.46315002441,3245,1,N,Africa/Algiers,airport,OurAirports,ru
226,Аэропорт Бу Сфер,Бу Сфер,Алжир,\N,DAOE,35.73540115356445,-0.8053889870643616,187,1,N,Africa/Algiers,airport,OurAirports,ru
227,Аэропорт Тиндуф,Тиндуф,Алжир,TIN,DAOF,27.7003993988,-8.167099952700001,1453,1,N,Africa/Algiers,airport,OurAirports,ru
228,Аэропорт Эч-Челифф,Эч-челифф,Алжир,CFK,DAOI,36.2126998901,1.33176994324,463,1,N,Africa/Algiers,airport,OurAirports,ru
229,Тафарауи аэропорт,Оран,Алжир,TAF,DAOL,35.54240036010742,-0.5322780013084412,367,1,N,Africa/Algiers,airport,OurAirports,ru
230,Зената – Аэропорт Мессали Эль Хадж,Тлемсен,Алжир,TLM,DAON,35.0167007446,-1.45000004768,814,1,N,Africa/Algiers,airport,OurAirports,ru
231,Эс Сения аэропорт,Оран,Алжир,ORN,DAOO,35.6239013672,-0.6211829781529999,295,1,N,Africa/Algiers,airport,OurAirports,ru
232,Аэропорт Сиди-Бель-Аббес,Сиди Бель Аббес,Алжир,BFW,DAOS,35.1717987061,-0.593275010586,1614,1,N,Africa/Algiers,airport,OurAirports,ru
233,Грисс аэропорт,Грисс,Алжир,MUW,DAOV,35.207698822021484,0.14714199304580688,1686,1,N,Africa/Algiers,airport,OurAirports,ru
234,Аэропорт Туат Шейх Сиди Мохамед Белькебир,Адрар,Алжир,AZR,DAUA,27.837600708007812,-0.18641400337219238,919,1,N,Africa/Algiers,airport,OurAirports,ru
235,Бискра аэропорт,Бискра,Алжир,BSK,DAUB,34.793300628699996,5.73823022842,289,1,N,Africa/Algiers,airport,OurAirports,ru
236,Эль Голеа аэропорт,Эль-Голеа,Алжир,ELG,DAUE,30.571300506591797,2.8595900535583496,1306,1,N,Africa/Algiers,airport,OurAirports,ru
237,Нумерат - Аэропорт Муфди Закария,Гардая,Алжир,GHA,DAUG,32.38410186767578,3.794110059738159,1512,1,N,Africa/Algiers,airport,OurAirports,ru
238,Уэд Ирара аэропорт,Хасси Мессауд,Алжир,HME,DAUH,31.673000335699996,6.140439987180001,463,1,N,Africa/Algiers,airport,OurAirports,ru
239,В аэропорту Салах,В Салахе,Алжир,INZ,DAUI,27.250999450699997,2.51202011108,896,1,N,Africa/Algiers,airport,OurAirports,ru
240,Аэропорт Туггурт Сиди Мадхи,Туггурт,Алжир,TGR,DAUK,33.06779861450195,6.088669776916504,279,1,N,Africa/Algiers,airport,OurAirports,ru
241,Аэропорт Лагуат,Лагуат,Алжир,LOO,DAUL,33.764400482199996,2.92833995819,2510,1,N,Africa/Algiers,airport,OurAirports,ru
242,Тимимун аэропорт,Тимимун,Алжир,TMX,DAUT,29.2371006012,0.276033014059,1027,1,N,Africa/Algiers,airport,OurAirports,ru
243,Аэропорт Айн эль Бейда,Уаргла,Алжир,OGX,DAUU,31.917200088500977,5.412779808044434,492,1,N,Africa/Algiers,airport,OurAirports,ru
244,В аэропорту Аменас,Зарзайтин,Алжир,IAM,DAUZ,28.0515,9.64291,1847,1,N,Africa/Algiers,airport,OurAirports,ru
245,Каджехун аэропорт,Котону,Бенин,COO,DBBB,6.357230186462402,2.384350061416626,19,1,N,Africa/Porto-Novo,airport,OurAirports,ru
246,Аэропорт Уагадугу,Уагадугу,Буркина-Фасо,OUA,DFFD,12.3532,-1.51242,1037,0,N,Africa/Ouagadougou,airport,OurAirports,ru
247,Аэропорт Бобо Диуласо,Бобо-диулассо,Буркина-Фасо,BOY,DFOO,11.160099983215332,-4.33096981048584,1511,0,N,Africa/Ouagadougou,airport,OurAirports,ru
248,Международный аэропорт Котока,Аккра,Гана,ACC,DGAA,5.605189800262451,-0.16678600013256073,205,0,N,Africa/Accra,airport,OurAirports,ru
249,Тамале аэропорт,Тамале,Гана,TML,DGLE,9.55718994140625,-0.8632140159606934,553,0,N,Africa/Accra,airport,OurAirports,ru
250,Аэропорт Ва,Ва,Гана,\N,DGLW,10.0826997756958,-2.507689952850342,1060,0,N,Africa/Accra,airport,OurAirports,ru
251,Аэропорт Суньяни,Суньяни,Гана,NYI,DGSN,7.361830234527588,-2.3287599086761475,1014,0,N,Africa/Accra,airport,OurAirports,ru
252,Такоради аэропорт,Такоради,Гана,TKD,DGTK,4.896059989929199,-1.7747600078582764,21,0,N,Africa/Accra,airport,OurAirports,ru
253,Порт-Буэ: аэропорт,Абиджан,Берег Слоновой Кости,ABJ,DIAP,5.261390209197998,-3.9262900352478027,21,0,N,Africa/Abidjan,airport,OurAirports,ru
254,Аэропорт Буаке,Буаке,Берег Слоновой Кости,BYK,DIBK,7.738800048828125,-5.073669910430908,1230,0,N,Africa/Abidjan,airport,OurAirports,ru
255,Далоа аэропорт,Далоа,Берег Слоновой Кости,DJO,DIDL,6.792809963226318,-6.473189830780029,823,0,N,Africa/Abidjan,airport,OurAirports,ru
256,Аэропорт Корого,Корого,Берег Слоновой Кости,HGO,DIKO,9.38718032837,-5.55666017532,1214,0,N,Africa/Abidjan,airport,OurAirports,ru
257,Ман аэропорт,Мужчина,Берег Слоновой Кости,MJC,DIMN,7.272069931030273,-7.58735990524292,1089,0,N,Africa/Abidjan,airport,OurAirports,ru
258,Сан-Педро: аэропорт,Сан-Педро,Берег Слоновой Кости,SPY,DISP,4.746719837188721,-6.660820007324219,26,0,N,Africa/Abidjan,airport,OurAirports,ru
259,Ямусукро аэропорт,Ямусукро,Берег Слоновой Кости,ASK,DIYO,6.9031701088,-5.36558008194,699,0,N,Africa/Abidjan,airport,OurAirports,ru
260,Международный аэропорт Ннамди Азикиве,Абуджа,Нигерия,ABV,DNAA,9.006790161132812,7.263169765472412,1123,1,N,Africa/Lagos,airport,OurAirports,ru
261,Акуре аэропорт,Акуре,Нигерия,AKR,DNAK,7.246739864349365,5.3010101318359375,1100,1,N,Africa/Lagos,airport,OurAirports,ru
262,Бенин аэропорт,Бенин,Нигерия,BNI,DNBE,6.316979885101318,5.5995001792907715,258,1,N,Africa/Lagos,airport,OurAirports,ru
263,Международный аэропорт Маргарет Экпо,Калабар,Нигерия,CBQ,DNCA,4.976019859313965,8.347200393676758,210,1,N,Africa/Lagos,airport,OurAirports,ru
264,Международный аэропорт Акану Ибиам,Энугу,Нигерия,ENU,DNEN,6.474269866943359,7.561960220336914,466,1,N,Africa/Lagos,airport,OurAirports,ru
265,Аэропорт Гусау,Гусау,Нигерия,\N,DNGU,12.1717,6.69611,1520,1,N,Africa/Lagos,airport,OurAirports,ru
